word,start,end
example,424.677125,425.307125
there's,425.307125,425.557125
uh,425.557125,425.597125
<vocnoise>,425.597125,426.597125
<sil>,426.597125,426.697125
there's,426.697125,426.857125
a,426.857125,426.897125
school,426.897125,427.347125
that,427.347125,427.487125
they,427.487125,427.647125
showed,427.647125,427.957125
on,427.957125,428.097125
twenty,428.097125,428.437125
twenty,428.437125,428.867125
<sil>,428.867125,428.967125
<vocnoise>,429.207125,429.237125
<sil>,429.237125,429.857125
somewhere,429.857125,430.277125
out,430.277125,430.447125
west,430.447125,430.967125
<sil>,431.047125,431.347125
i,431.407125,431.447125
believe,431.447125,431.997125
it's,431.997125,432.127125
nevada,432.127125,432.587125
or,432.587125,432.707125
somewhere,432.707125,433.217125
<vocnoise>,433.217125,433.337125
<sil>,433.337125,434.227125
and,434.227125,434.337125
they,434.337125,434.447125
said,434.447125,434.857125
that,434.857125,435.137125
<sil>,435.137125,435.987125
these,435.987125,436.537125
uh,436.537125,436.577125
<sil>,436.917125,437.337125
teachers,437.527125,437.837125
have,437.837125,437.987125
the,437.987125,438.377125
highest,438.607125,439.127125
rating,439.127125,439.637125
<sil>,439.637125,440.147125
among,440.147125,440.497125
<sil>,440.497125,440.777125
many,441.087125,441.517125
other,441.517125,441.827125
teachers,441.827125,442.277125
<sil>,442.277125,442.337125
in,442.337125,442.427125
the,442.427125,442.497125
nation,442.497125,442.957125
because,442.957125,443.397125
of,443.397125,443.467125
their,443.467125,443.717125
<sil>,443.717125,443.797125
actual,443.797125,444.357125
<sil>,444.357125,444.947125
sitting,444.947125,445.227125
down,445.227125,445.337125
and,445.337125,445.747125
hands,445.747125,446.197125
on,446.197125,446.647125
<sil>,446.647125,446.907125
critiquing,446.957125,447.577125
these,447.577125,447.817125
children,447.817125,448.267125
<vocnoise>,448.267125,449.107125
<sil>,449.107125,449.347125
like,449.347125,449.597125
uh,449.717125,449.977125
<vocnoise>,449.977125,450.077125
<sil>,450.077125,450.457125
ex,451.967125,452.227125
girlfriend,452.227125,452.797125
of,452.797125,452.927125
mine,452.927125,453.147125
<sil>,453.147125,453.307125
she,454.297125,454.797125
was,454.797125,455.137125
<sil>,455.217125,455.257125
pretty,455.467125,456.047125
much,456.047125,456.367125
<sil>,456.367125,457.037125
i,457.037125,457.147125
wouldn't,457.147125,457.457125
<sil>,457.457125,457.577125
put,457.577125,457.747125
her,457.747125,457.897125
borderline,457.897125,458.717125
illiterate,458.717125,459.117125
<sil>,459.117125,459.287125
but,459.287125,459.527125
<sil>,459.527125,459.887125
she,459.887125,459.947125
didn't,459.947125,460.277125
know,460.277125,460.517125
how,460.517125,460.717125
to,460.717125,460.787125
read,460.787125,461.247125
or,461.247125,461.367125
write,461.367125,461.762063
<noise>,0.67,0.707125
? i m,0.707125,0.817125
z i t i n,0.817125,1.107125
h e: r @,1.107125,1.437125
n au,1.437125,1.507125
s k o t,1.507125,2.007125
? i:,2.007125,2.047125
b @ t,2.047125,2.277125
j u:,2.277125,2.457125
? o n,2.457125,2.597125
m o n d ai,2.597125,2.857125
n i c h t s,2.857125,3.267125
g e i m,3.267125,3.637125
t u n ai t,3.687125,4.137125
n ai n,4.197125,4.437125
@ k l o k,4.437125,4.827125
l a,4.877125,5.047125
l a,5.047125,5.187125
l a,5.187125,5.477125
z o:,5.477125,5.647125
? e: n t,5.647125,5.757125
z o:,5.757125,6.207125
v i l,6.207125,6.297125
v i n,6.297125,6.417125
<vocnoise>,6.417125,6.507125
<sil>,6.507125,7.237125
? i k n o,7.237125,7.467125
? e: n t,7.467125,7.897125
v e,7.897125,7.957125
<sil>,8.007125,8.187125
d o n t,8.187125,8.457125
<sil>,8.457125,8.537125
? e k s ts e: n ts,8.747125,9.287125
? e n i,9.287125,9.437125
m a n i,9.437125,9.887125
? o 6,9.887125,9.947125
h a: v @,9.947125,10.197125
? e n i,10.197125,10.317125
m a n i,10.317125,10.537125
f i g u: r @ s,10.617125,10.987125
p l a n @ t,10.987125,11.317125
? au t,11.317125,11.567125
j u s t,11.567125,11.897125
<sil>,11.897125,11.977125
? i k n o,11.977125,12.337125
<sil>,12.337125,12.507125
? o:,12.507125,13.087125
v e l,13.087125,13.257125
t a t s,13.257125,13.347125
j u: 6,13.347125,13.497125
t i: m,13.497125,13.797125
t a t s,13.797125,13.977125
<sil>,13.977125,14.027125
m ai,14.027125,14.187125
t i: m,14.187125,14.447125
l e t s,14.447125,14.762125
<sil>,14.762125,14.817125
g o:,14.817125,15.007125
? a t,15.007125,15.267125
? i t,15.267125,15.427125
<unknown-and>,15.557125,15.617125
<iver>,15.617125,15.657125
<sil>,15.657125,15.997125
j e:,15.997125,16.407125
<vocnoise>,16.407125,16.927125
<sil>,16.927125,17.077125
? e: n t,17.077125,17.297125
? i t,17.297125,17.417125
m a: k @ s,17.417125,17.637125
? i t,17.637125,17.667125
<sil>,17.667125,17.807125
? i k n o,17.897125,18.157125
f a n,18.157125,18.517125
z o:,18.517125,18.697125
j u:,18.697125,18.867125
k e n,18.867125,19.107125
<sil>,19.107125,19.167125
? a k t u a l i,19.167125,19.577125
z e:,19.577125,19.977125
v o t,19.977125,20.237125
<sil>,20.237125,20.937125
? i k n o,20.937125,21.107125
j u: 6,21.107125,21.667125
<sil>,21.667125,21.857125
s t u d j i: n g,21.857125,22.367125
t e: z @,22.367125,22.537125
t i: m s,22.537125,22.967125
<sil>,23.087125,23.247125
d o n s,23.247125,23.607125
? i k n o,23.607125,23.947125
<vocnoise>,23.947125,24.757125
<sil>,24.757125,24.937125
j u:,24.937125,25.007125
k e n,25.007125,25.157125
g o:,25.157125,25.267125
? a:,25.267125,25.397125
f o: l @,25.397125,25.637125
z e: a z o n,25.637125,26.227125
<sil>,26.227125,26.447125
? i k n o,26.447125,26.737125
z e: v e n t e: n,26.737125,27.287125
? ai k h t e: n,27.287125,27.827125
? e: n t,27.827125,28.097125
? o:,28.097125,28.187125
<sil>,28.187125,28.247125
? e: n t,28.247125,28.707125
<sil>,28.707125,28.997125
n o b o d i s,28.997125,29.712125
<sil>,29.712125,29.947125
p r e t i,30.187125,30.457125
m u x,30.457125,30.587125
k o: m i n,30.587125,30.927125
k l o: z @,30.927125,31.267125
t o,31.267125,31.377125
j u: 6,31.377125,31.587125
s t a n d a r t,31.587125,32.047125
? e: n t,32.047125,32.387125
<vocnoise>,32.767125,33.787125
<sil>,34.157125,34.257125
f e n,34.317125,34.477125
j u:,34.477125,34.667125
v i n,34.667125,34.767125
? a l,34.767125,35.027125
z e t,35.027125,35.117125
m a n i,35.117125,35.397125
? i t s,35.397125,35.577125
j u s t,35.577125,35.797125
l ai k,35.797125,35.987125
j e:,35.987125,36.437125
f e n,36.437125,36.677125
j u:,36.677125,36.767125
l o: z @,36.767125,36.957125
? a l,36.957125,37.097125
z e t,37.097125,37.187125
m a n i,37.187125,37.387125
? i t s,37.387125,37.517125
l ai k,37.517125,37.737125
<vocnoise>,37.787125,37.907125
<sil>,38.897125,38.977125
t a t s,39.287125,39.537125
? i t,39.537125,39.707125
<sil>,39.707125,39.767125
<laugh-i'm>,39.767125,39.937125
g o: i n,39.997125,40.677125
h o: m,40.677125,41.517125
<laugh>,41.517125,41.737125
<vocnoise>,41.737125,42.157125
<laugh>,42.157125,42.327125
b u t,42.327125,42.497125
<sil>,42.497125,43.437125
? i: v @,43.437125,43.727125
k n au n,44.117125,44.687125
p i: p l,44.687125,45.007125
z e t,45.007125,45.147125
g e m b l,45.147125,45.747125
<sil>,45.747125,45.847125
? i k n o,45.927125,46.327125
k o m p u l z i: v @ l i,46.387125,47.357125
<sil>,47.357125,47.927125
? i:,48.207125,48.317125
m i: n,48.317125,48.437125
? i t s,48.437125,48.577125
l ai k,48.577125,48.747125
? a:,48.747125,48.817125
<cutoff-g=gambler>,48.817125,49.037125
<sil>,49.037125,49.367125
g a m b l 6 s,49.367125,50.017125
? a n o n y: m u s,50.017125,50.717125
<sil>,50.787125,50.867125
l e v @ l,51.737125,52.147125
<sil>,52.807125,53.307125
? i:,53.307125,53.427125
k au l d n t,53.427125,53.937125
r e a l i,53.937125,54.147125
g e t,54.247125,54.357125
? i n t o,54.357125,54.737125
z e t,54.737125,55.007125
<sil>,55.007125,55.377125
n a m b 6,55.377125,55.617125
v o n,55.617125,55.837125
? i m,55.837125,55.867125
n o: t,55.867125,56.087125
d @,56.087125,56.157125
r i c @ s t,56.157125,56.477125
p e 6 z o: n,56.477125,56.957125
? i n,56.957125,57.037125
d @,57.037125,57.097125
v 9 6 l t,57.097125,57.217125
? e: n t,57.217125,57.437125
n a m b 6,57.437125,57.747125
t u:,57.807125,58.167125
<sil>,58.167125,58.547125
j u s t,58.547125,58.847125
<sil>,58.847125,59.097125
<vocnoise>,59.097125,59.167125
<sil>,59.367125,59.997125
l i t l,59.997125,60.147125
m a n i,60.147125,60.427125
h e: r @,60.497125,60.737125
? i s,60.737125,60.807125
v o n,60.807125,61.087125
t i n,61.087125,61.397125
b u t,61.397125,61.627125
<sil>,61.627125,61.797125
f e n,61.797125,61.967125
j u: r @,61.967125,62.177125
<cutoff-j=just>,62.177125,62.217125
<sil>,62.217125,62.247125
? au t,62.247125,62.437125
t e r @,62.487125,62.712125
s p e n d i n,62.712125,63.187125
j u: 6,63.187125,63.487125
<sil>,63.487125,64.337125
k a: r,64.497125,64.797125
? i n z u r a n ts @,64.797125,65.327125
m a n i,65.327125,65.597125
? o n,65.597125,66.257125
? i t,66.257125,66.327125
? o 6,67.557125,67.617125
<vocnoise>,67.617125,67.697125
<sil>,67.697125,67.737125
r e n t,67.807125,68.147125
m a n i,68.147125,68.487125
t e n,68.487125,68.847125
<sil>,68.847125,68.997125
j u:,68.997125,69.267125
g o t,69.267125,69.357125
? a:,69.357125,69.437125
r e a: l,69.437125,69.607125
p r o b l e: m,69.657125,70.177125
t e r @,70.177125,70.397125
<sil>,70.687125,71.027125
? i: v @,71.087125,71.247125
z e: @ n,71.247125,71.557125
g ai s,71.557125,71.817125
d o,71.817125,71.997125
z e t,71.997125,72.247125
t o,72.247125,72.317125
<sil>,72.317125,72.347125
g o:,72.347125,72.507125
d au n,72.507125,72.607125
t o,73.747125,73.822125
s i o: t o,73.822125,74.027125
d au n s,74.027125,74.347125
? e: n t,74.347125,74.667125
b @ t,74.667125,74.977125
d @,74.977125,75.507125
<sil>,75.507125,75.857125
b @ t,75.857125,76.087125
d @,76.087125,76.157125
f a r m,76.207125,76.637125
? o n,76.637125,76.977125
<sil>,76.977125,77.177125
v o n,77.177125,77.477125
h o 6 z o e:,77.477125,77.847125
? e: n t,77.917125,78.207125
<sil>,78.207125,78.527125
v o: u l d n t,78.807125,79.267125
? e v @ n,79.267125,79.867125
d o,79.867125,80.217125
? a n y: t i n,82.547125,82.717125
f o 6,82.997125,83.097125
t e: m,83.497125,83.657125
<sil>,84.247125,84.317125
<iver>,84.437125,84.667125
<sil>,84.927125,85.247125
v e l,87.067125,87.327125
j u:,87.327125,87.437125
g o t,87.437125,87.607125
d @,87.677125,87.947125
<sil>,87.947125,88.557125
k a z i: n o s,88.557125,89.427125
<sil>,89.427125,89.897125
r i v 6,89.977125,90.237125
b o a t,90.237125,90.427125
k a z i: n o s,90.427125,91.037125
? o: p @ n,91.037125,91.467125
j u:,91.467125,91.547125
g o t,91.547125,91.787125
<sil>,91.787125,92.287125
? a l,92.287125,92.507125
d @,92.507125,92.827125
<sil>,92.827125,93.207125
p r e t i,93.357125,93.607125
m u x,93.607125,93.757125
? e v @ r i,93.757125,94.257125
<sil>,94.257125,94.387125
s t o: r @,94.387125,94.747125
? o n,94.747125,94.897125
d @,94.897125,94.977125
k o 6 n j 6 s,94.977125,95.497125
g o t,95.497125,95.637125
? a:,95.637125,95.797125
<sil>,95.797125,96.157125
l o t @ r i,96.157125,96.657125
m a x i: n @,96.657125,97.237125
? o 6,97.287125,97.357125
<sil>,97.357125,97.547125
t i k @ t s,97.547125,98.087125
<sil>,99.057125,99.217125
<iver>,99.217125,99.397125
<sil>,99.477125,99.857125
? i:,99.857125,99.897125
t i n k,99.897125,100.077125
? i t,101.147125,101.177125
? i s,101.377125,101.407125
? a:,101.557125,101.717125
g u t,101.717125,101.837125
? i d e a,101.837125,102.057125
b @ k au z @,102.057125,102.617125
? i: v @,102.667125,103.137125
v o n,103.137125,103.517125
m ai,103.517125,103.667125
f e: 6,103.667125,103.907125
s a: r @,103.907125,104.267125
? o f,104.267125,104.352125
m a n i,104.352125,104.867125
<laugh-on_the_lottery>,104.867125,104.897125
<vocnoise>,104.897125,104.927125
<sil>,104.927125,104.957125
t ai,104.957125,105.327125
g i: v @,105.327125,105.607125
? e v e r i b o: d i,106.227125,106.817125
? a:,106.817125,107.077125
f e: 6,107.167125,107.392125
s a: s @,107.392125,107.737125
? i k n o,107.847125,108.127125
t ai,108.127125,108.267125
d o n t,108.267125,108.487125
<sil>,108.487125,108.837125
j u s t,109.207125,109.577125
<sil>,109.677125,110.567125
m i n i m i: ts @,110.567125,111.157125
? i t,111.157125,111.187125
t o,111.187125,111.367125
v o n,111.367125,111.787125
? o 6,111.787125,111.867125
t u:,111.917125,112.387125
<sil>,112.437125,112.637125
<vocnoise>,112.637125,112.807125
<sil>,112.807125,113.427125
? i k n o,113.427125,113.757125
<sil>,113.757125,114.067125
z o: m @,114.067125,114.327125
? o f,114.327125,114.427125
t e: m,114.427125,114.527125
h a: v @,114.527125,114.907125
? o p ts j o: n s,114.907125,115.467125
<sil>,115.467125,116.657125
? e: n t,116.657125,116.937125
z o: m @,116.937125,117.607125
? o f,119.397125,119.457125
t e: m,120.477125,120.577125
d o n t,121.527125,121.677125
<sil>,121.877125,122.347125
<iver>,124.447125,125.487125
j e:,126.857125,127.237125
? i t s,127.287125,127.572125
<sil>,127.572125,127.967125
j u s t,127.967125,128.237125
l ai k,128.237125,128.547125
? u:,128.547125,128.807125
<sil>,128.807125,129.167125
h a v i n,129.167125,129.557125
? a l k o h o: l,129.557125,130.087125
? a r au n t,130.087125,130.387125
<sil>,130.387125,131.197125
m i: n,131.197125,131.557125
<sil>,131.557125,131.747125
g a m b l i n,131.747125,132.207125
? i s,132.207125,132.407125
? a:,132.407125,132.637125
l o: t,132.637125,132.737125
l ai k,132.737125,132.927125
? a l k o h o: l,132.927125,133.427125
? i t,133.427125,133.467125
k e n,133.467125,133.707125
b @,133.707125,134.017125
? a t d i k t i n,134.017125,134.637125
? i t,134.637125,134.877125
k e n,134.877125,134.937125
s r @ f,134.937125,135.167125
j u: 6,135.167125,135.407125
l ai f,135.407125,135.687125
? u p,135.687125,135.877125
? e: n t,135.967125,136.257125
<vocnoise>,136.257125,136.347125
<sil>,136.347125,136.837125
j u: l,136.837125,137.007125
s p e n t,137.117125,137.407125
j u: 6,137.407125,137.527125
l a: s t,137.527125,137.837125
d o l a r,137.837125,138.227125
? o n,138.227125,138.377125
? i t,138.377125,138.557125
? i f,138.557125,138.627125
j u: r @,138.627125,138.967125
z e t,139.147125,139.417125
f a r,139.467125,139.807125
g o: n @,139.807125,140.267125
<sil>,140.267125,141.537125
z o:,141.537125,141.787125
p r e t i,141.787125,142.107125
m u x,142.107125,142.347125
? a n y: t i n,142.407125,142.907125
k e n,142.907125,143.127125
b @,143.127125,143.517125
<sil>,143.997125,144.127125
v o n,144.347125,144.627125
? o f,144.627125,144.687125
t o: z @,144.687125,145.237125
f a k t o 6 s,145.437125,146.157125
<laugh>,146.687125,147.647125
<vocnoise>,147.847125,148.897125
<iver>,148.967125,149.527125
<sil>,151.487125,151.737125
v e l,152.127125,152.207125
m o s t,152.697125,153.197125
p i: p l,153.197125,153.547125
t i n k,153.547125,153.887125
? i t s,153.887125,154.347125
<sil>,154.347125,154.537125
z o m e t i n,154.537125,155.007125
t ai,155.007125,155.157125
r i l i,155.157125,155.327125
? o n,155.327125,155.817125
l ai k,155.817125,156.027125
<sil>,156.077125,156.277125
v e l,156.417125,156.672125
d @,156.672125,156.867125
<unknown>,156.867125,156.947125
<sil>,156.947125,156.997125
m a n i,156.997125,157.277125
g e t i n,157.277125,157.747125
<sil>,158.237125,158.307125
f r o m,158.517125,158.647125
d @,158.647125,158.777125
l o t @ r i,158.777125,159.297125
t o,159.297125,159.497125
d @,159.497125,159.577125
p i: p l,159.577125,159.947125
? o 6,159.947125,160.337125
<sil>,160.407125,160.637125
l o t @ r i,160.737125,161.067125
t o,161.067125,161.237125
s k u: l s,161.237125,161.867125
<vocnoise>,161.867125,161.957125
<sil>,161.957125,162.747125
? o n,162.747125,162.827125
z e t,162.827125,163.047125
? i s u @,163.047125,163.507125
t e n,163.507125,163.877125
j e:,163.877125,164.337125
? i:,164.337125,164.377125
<sil>,164.377125,164.497125
? i:,164.687125,164.807125
? a g r e:,164.807125,165.117125
v i t,165.117125,165.227125
<sil>,165.227125,165.512125
d @,165.512125,165.677125
g a m b l i n,165.737125,166.297125
t i n,166.397125,166.697125
<sil>,166.697125,166.847125
? i k n o,167.387125,167.747125
<sil>,167.747125,167.987125
j u s t,167.987125,168.207125
? a s,168.207125,168.267125
l o n,168.267125,168.497125
? a s,168.497125,168.637125
? i t s,168.637125,169.017125
<sil>,169.017125,169.187125
<vocnoise>,169.187125,169.927125
<sil>,169.927125,170.087125
l ai k,170.087125,170.247125
<sil>,170.247125,170.397125
z o ts j a: l,170.397125,170.957125
d r i n k i n,170.957125,171.337125
<sil>,171.337125,171.647125
<laugh>,171.647125,172.027125
<vocnoise>,172.277125,172.507125
<sil>,172.507125,172.547125
? i n,172.547125,172.767125
? a:,172.767125,172.817125
z e n z @,172.817125,173.357125
<sil>,173.407125,173.787125
b @ k au z @,173.787125,174.147125
? i f,174.147125,174.207125
j u:,174.257125,174.377125
h a: v @,174.377125,174.727125
p i: p l,174.727125,175.147125
j u s t,175.147125,175.447125
<vocnoise>,175.447125,175.547125
<sil>,175.547125,176.087125
g o:,176.087125,176.387125
? au t,176.387125,176.487125
<sil>,176.487125,176.737125
l ai k,176.737125,176.902125
t o: d ai,176.902125,177.137125
? i:,177.137125,177.337125
<cutoff-b=bought>,177.337125,177.747125
<sil>,177.747125,177.777125
? i:,177.997125,178.097125
b u g t,178.097125,178.327125
? a:,178.327125,178.407125
v o n,178.407125,178.607125
d o l a r,178.607125,178.947125
l o t @ r i,178.947125,179.257125
t i k @ t,179.257125,179.647125
v o n,179.647125,179.817125
t u:,179.817125,179.997125
b u k s,179.997125,180.267125
? o f,180.267125,180.477125
? o f,180.477125,180.607125
? i t,180.607125,180.677125
<sil>,181.697125,181.977125
z o:,181.977125,182.167125
? i:,182.167125,182.207125
k e p t,182.207125,182.427125
m ai,182.427125,182.597125
v o n,182.597125,182.797125
d o l a r,182.797125,183.417125
? e: n t,183.417125,183.637125
? u:,183.637125,183.677125
<sil>,183.677125,183.947125
g o t,183.947125,184.097125
? a:,184.097125,184.157125
v o n,184.157125,184.327125
d o l a r,184.327125,184.997125
? a t d e t,189.617125,189.907125
? o n,189.907125,190.057125
<sil>,191.507125,191.757125
j e:,192.317125,192.507125
t e r @ s,192.627125,193.367125
<vocnoise>,193.367125,194.057125
<laugh>,194.147125,194.857125
<sil>,194.937125,195.357125
? e: n t,195.567125,195.767125
t e n,196.737125,197.107125
<sil>,197.107125,197.477125
t e n,197.477125,197.667125
t e r @ s,197.667125,197.887125
t e: z @,197.887125,198.327125
? u m,198.327125,198.447125
<noise>,198.787125,199.127125
l i t l,199.877125,200.047125
b i t,200.047125,200.187125
m o: r @,200.187125,200.397125
? e k s p e n z i: v @,200.397125,200.907125
k a: t s,200.907125,201.467125
j u:,201.467125,201.607125
b ai,201.607125,201.937125
d @,201.937125,202.167125
<sil>,202.247125,202.897125
l o t @ r i,202.897125,203.287125
k a: t s,203.287125,203.757125
<sil>,203.757125,203.837125
v o n,203.837125,203.947125
? o f,203.947125,204.017125
t e m s,204.017125,204.237125
k o l @ t,204.237125,204.537125
b a t l @ s i p,204.537125,205.147125
z e t,205.147125,205.237125
? i: v @,205.237125,205.487125
<sil>,205.487125,205.607125
v o n,205.937125,206.217125
<sil>,206.217125,206.397125
l o: t,206.467125,206.567125
? o f,206.567125,206.727125
m a n i,206.727125,206.977125
? o f,206.977125,207.187125
? o f,207.187125,207.367125
<iver>,207.627125,208.057125
<sil>,208.387125,209.197125
v e l,212.237125,212.567125
j u:,212.567125,212.757125
h a f t a,212.757125,213.117125
<iver>,213.117125,213.317125
<sil>,213.317125,213.847125
? i t s,213.847125,214.037125
j u s t,214.037125,214.177125
l ai k,214.177125,214.337125
b i n g o,214.337125,215.137125
n u m b 6 s,215.827125,217.987125
<sil>,217.987125,218.297125
<iver>,218.347125,218.537125
<vocnoise>,219.237125,219.772125
<sil>,219.772125,219.857125
<vocnoise>,219.977125,220.247125
<sil>,220.357125,220.427125
? e: n t,220.957125,221.247125
j u:,221.247125,221.557125
? u:,221.557125,221.757125
<sil>,221.757125,222.187125
? i t s,222.287125,222.397125
j u s t,222.397125,222.567125
l ai k,222.567125,222.717125
d @,222.717125,222.777125
g e i m,222.777125,223.027125
b a t l @ s i p,223.027125,223.582125
p r e t i,223.582125,223.807125
m u x,223.807125,223.987125
<sil>,224.117125,224.387125
? i k n o,224.387125,224.987125
<sil>,224.987125,225.057125
? a:,225.057125,225.097125
f u: r,225.097125,225.447125
? a:,225.447125,225.487125
t u:,225.487125,225.627125
? a:,225.627125,225.667125
z e: v @ n,225.747125,226.467125
<vocnoise>,226.467125,226.547125
<sil>,226.547125,226.867125
? e: n t,227.517125,227.957125
? u m,227.957125,228.057125
<sil>,228.057125,228.727125
v e l,229.197125,229.287125
? o f,229.287125,229.577125
? a:,229.577125,229.637125
t r e:,229.717125,229.857125
d o l a r,229.857125,230.197125
v o n,230.197125,230.367125
? i: v @,230.367125,230.627125
v o n,230.857125,231.317125
<sil>,231.317125,231.537125
p r o: b a b l i,231.727125,232.317125
<vocnoise>,232.317125,234.347125
<sil>,234.347125,234.437125
f u: r,234.437125,234.667125
? au t,234.667125,234.807125
? o f,234.807125,234.907125
f ai f,234.967125,235.377125
<sil>,235.377125,235.947125
? i k n o,235.947125,236.267125
<sil>,236.267125,236.827125
? i n,237.437125,237.577125
z e t,237.577125,237.827125
<sil>,237.827125,238.387125
? i:,238.387125,238.437125
h a: f e n t,238.437125,238.877125
b u g t,238.877125,239.117125
z e t,239.117125,239.287125
m e n i,239.287125,239.567125
? o f,239.567125,239.627125
t e: m,239.627125,239.837125
b u t,239.837125,240.057125
? i n,240.227125,240.377125
z e t,240.377125,240.627125
<sil>,240.627125,240.707125
r a: ts @,240.707125,240.997125
<sil>,241.197125,241.327125
r i c h t,241.327125,241.522125
t e r @,241.522125,241.797125
f u: r,241.897125,242.127125
? au t,242.127125,242.207125
? o f,242.207125,242.287125
f ai f s,242.337125,242.677125
n o: t,242.677125,242.812125
t u,242.812125,242.987125
b a: t,242.987125,243.277125
<sil>,243.717125,244.277125
g o t,245.037125,245.247125
m ai,245.247125,245.397125
m o m,245.397125,245.737125
v o n,245.737125,245.977125
? o n,245.977125,246.137125
h e: 6,246.137125,246.267125
b i r t ? e ai,246.267125,246.707125
s @,246.707125,246.867125
g o t,246.867125,247.037125
f i f t e: n,247.097125,247.457125
d o l a r s,247.457125,247.737125
<sil>,247.847125,249.677125
? e: n t,250.667125,251.237125
<sil>,251.237125,251.587125
d @,251.587125,251.707125
? o t 6,251.707125,251.837125
t ai m s,251.837125,252.177125
? i:,252.177125,252.217125
g e t,252.217125,252.307125
t e: m,252.307125,252.617125
? i:,252.617125,252.657125
? ai t 6,252.657125,253.137125
v i n,253.137125,253.597125
<sil>,253.597125,254.227125
m ai,254.227125,254.347125
t r e:,254.407125,254.627125
d o l a r s,254.627125,254.867125
b a k,254.867125,255.217125
<sil>,255.217125,255.947125
? o 6,255.947125,256.357125
<sil>,256.357125,256.457125
? i:,256.657125,256.777125
v o n,256.777125,257.107125
n ai n,257.107125,257.537125
d o l a r s,265.107125,265.937125
<sil>,265.937125,265.997125
h m,266.337125,266.497125
<iver>,266.697125,266.927125
<sil>,267.287125,267.647125
j e:,267.647125,268.117125
<sil>,268.447125,268.917125
<iver>,269.027125,269.557125
<laugh>,269.677125,271.457125
<iver>,272.317125,272.687125
j e:,273.067125,273.477125
<sil>,273.477125,273.997125
z e t,274.427125,274.567125
k au l t,274.567125,274.707125
r e a l i,274.707125,275.007125
b ai t @,275.007125,275.257125
j u:,275.257125,275.387125
? i n,275.387125,275.467125
d @,275.467125,275.547125
b a k,275.547125,275.897125
t ? au g,275.897125,276.207125
<sil>,276.207125,277.007125
v i n i n,277.007125,277.257125
? a l,277.257125,277.417125
z e t,277.417125,277.607125
m a n i,277.607125,277.897125
<sil>,277.897125,278.327125
? i t,278.387125,278.547125
b @,278.547125,278.687125
<sil>,278.867125,279.787125
v e l,279.787125,280.067125
? i t,280.067125,280.187125
b @,280.187125,280.217125
<sil>,280.217125,280.367125
k v ai t @,280.367125,280.707125
k o n t @ n t,280.707125,281.187125
v i t,281.187125,281.317125
v o n,281.377125,281.657125
m i l j o: n,281.657125,281.947125
d o l a r s,281.947125,282.287125
b u t,282.287125,282.497125
<sil>,282.497125,282.817125
t e n,282.817125,283.097125
m i l j o: n,283.097125,283.397125
d o l a r s,283.397125,283.807125
? i s,283.807125,284.017125
k i n t,284.017125,284.307125
? o f,284.307125,284.387125
l ai k,284.387125,284.617125
? o: v 6,284.617125,285.007125
k i l,285.007125,285.367125
<sil>,285.877125,286.207125
<laugh>,286.207125,286.337125
? i:,286.657125,286.857125
m i: n,286.857125,287.117125
d o,287.207125,287.307125
j u:,287.307125,287.377125
t i n k,287.377125,287.507125
? a n y: b o: d i,287.507125,287.907125
? i n,287.907125,287.987125
t i s,287.987125,288.137125
t au n,288.137125,288.477125
h a s,288.477125,288.707125
t e n,288.707125,289.007125
m i l j o: n,289.007125,289.377125
d o l a r s,289.377125,289.717125
<vocnoise>,289.717125,289.827125
<sil>,289.827125,290.282125
v e l,290.282125,290.567125
<sil>,290.677125,290.807125
<sil>,290.807125,290.907125
m ai b @,290.977125,291.257125
? a:,291.257125,291.467125
k u: p l @,291.677125,292.657125
<sil>,292.827125,292.867125
p i: p l,293.587125,293.807125
<laugh-couple_of_people_yes>,293.807125,294.087125
<vocnoise>,294.207125,294.257125
<iver>,294.257125,294.787125
<sil>,294.787125,296.697125
j e:,296.697125,297.067125
<sil>,297.067125,297.267125
p r o: b a b l i,297.437125,298.087125
h a f t a,298.087125,298.377125
g o:,298.377125,298.457125
t o,298.457125,298.537125
d a b l i n,298.537125,298.857125
? o 6,298.857125,298.917125
<sil>,298.917125,299.587125
? i k n o,299.587125,299.992125
<sil>,299.992125,300.087125
v 9 6 t s i n t @ n,300.087125,300.737125
z o: m e f e r @,300.737125,301.127125
? a r au n t,301.127125,301.387125
t e r @,301.387125,301.567125
t o,301.667125,301.787125
f i n t,301.787125,302.047125
<sil>,302.047125,302.357125
k u: p l @,302.447125,302.857125
m i l j o n ai r @ s,302.857125,303.397125
<sil>,303.397125,307.407125
b u t,307.407125,307.617125
? u:,307.617125,307.807125
<sil>,307.807125,308.627125
<iver>,308.627125,308.787125
<sil>,308.787125,308.827125
m m,308.827125,308.887125
<sil>,309.017125,309.327125
<vocnoise>,309.517125,310.597125
j e:,310.697125,311.267125
<sil>,311.267125,311.447125
g i: v @,311.447125,311.867125
z o: m @,312.037125,312.327125
s a: r i: t i,312.387125,313.007125
? e: n t,313.007125,313.587125
<sil>,313.587125,313.897125
k i: p,313.897125,314.127125
k a r @,314.127125,314.457125
? o f,314.457125,314.537125
j u: 6,314.537125,314.817125
b i l s,314.817125,314.957125
? e: n t,315.017125,315.167125
<sil>,315.167125,315.727125
p r o: b a b l i,315.937125,316.287125
g o:,316.287125,316.357125
? o n,316.357125,316.417125
z e t,316.417125,316.557125
